age,gender,parent_education,family_income,degree_of_hearing_loss,age_of_onset,assistive_device,sign_language_proficiency,lip_reading_skill,attendance_rate,study_hours,previous_gpa,math_score,science_score,language_score,teacher_support,peer_support,learning_resources,motivation_level,stress_level,performance_class
15,1,2,4,2,8,1,2,4,61,2,5.56,79,94,42,5,1,2,1,3,C
21,0,2,3,2,8,0,4,5,93,3,7.95,56,78,69,1,3,4,2,5,A
20,1,1,3,3,2,1,3,2,89,3,8.41,44,92,98,5,1,3,2,1,A
19,1,0,1,3,9,0,4,1,80,5,9.67,41,57,75,5,3,2,3,5,B
17,0,1,4,2,5,1,3,5,96,3,8.9,97,51,62,5,2,5,2,2,C
18,0,3,3,3,5,0,4,5,82,2,8.22,51,53,57,4,1,3,4,1,B
19,1,2,2,3,3,0,5,1,92,1,5.58,44,86,85,2,4,3,2,4,C
16,0,0,3,1,9,0,1,1,61,3,6.87,81,57,86,5,3,5,3,5,A
20,1,3,1,2,2,1,4,3,86,5,5.69,99,83,79,1,5,5,5,5,B
18,1,1,1,2,0,0,1,4,81,5,9.41,80,81,99,5,2,3,5,4,B
19,1,2,1,3,6,1,4,5,93,2,8.75,59,51,49,4,3,5,4,4,B
15,0,1,3,2,4,1,2,3,75,3,8.79,47,79,95,4,1,2,4,1,C
16,1,0,4,2,9,1,5,3,79,3,8.26,40,66,51,5,3,3,2,3,C
18,1,0,2,2,6,1,5,5,85,5,7.54,95,45,92,3,2,3,2,4,B
15,1,0,1,3,0,1,1,5,75,3,5.75,45,63,80,2,5,1,5,5,B
20,0,0,4,3,7,1,2,2,65,2,6.65,95,90,47,1,5,3,5,4,C
16,1,0,2,3,2,1,3,4,82,1,5.68,93,72,71,1,5,1,1,1,B
17,1,1,1,1,6,0,5,5,96,2,8.62,50,84,56,1,2,5,5,1,C
15,1,0,2,2,2,1,2,1,67,3,5.8,42,93,80,1,3,5,5,5,C
19,0,0,2,1,2,1,2,2,65,2,8.51,70,55,84,4,2,2,4,5,B
21,1,2,4,3,9,0,1,4,96,4,8.46,67,89,53,2,2,1,1,5,C
18,1,0,2,1,8,1,2,1,81,4,7.3,86,51,76,5,3,3,1,3,B
16,0,2,1,2,1,0,2,1,65,3,5.68,82,70,48,5,4,1,2,5,A
15,0,2,4,2,3,0,3,4,91,3,6.57,95,96,96,3,5,5,2,1,B
17,1,2,3,3,5,1,1,2,76,1,6.6,44,76,97,5,1,5,1,1,A
21,1,1,3,3,2,1,1,1,97,2,8.5,99,92,65,2,1,2,1,4,B
18,1,1,4,1,9,0,2,3,76,1,5.57,65,52,87,5,3,5,2,5,C
18,0,3,3,3,9,1,3,4,96,3,9.15,55,97,90,4,1,1,4,3,A
15,0,3,2,1,6,0,4,4,82,3,8.81,92,47,63,5,4,3,4,2,A
17,1,2,1,2,6,0,5,5,72,5,5.93,70,77,62,1,2,3,4,4,B
20,0,1,2,2,4,1,1,2,91,1,8.6,67,42,70,1,5,1,4,3,B
21,1,0,4,2,2,0,3,3,81,3,8.34,46,96,78,1,1,2,2,5,B
20,1,3,1,2,1,1,3,3,66,4,8.74,77,97,83,1,1,3,3,3,B
16,0,1,4,2,3,1,2,5,81,5,5.94,48,59,97,4,3,1,5,2,A
15,1,0,4,1,3,0,5,1,80,2,5.79,78,97,41,4,3,1,5,3,A
21,0,0,4,2,7,0,1,1,65,5,6.18,74,43,89,4,2,5,5,2,C
16,0,1,2,1,7,1,4,3,73,2,6.83,82,83,57,5,5,5,5,2,A
20,1,3,1,2,4,1,2,2,75,4,8.97,66,84,55,1,1,2,2,2,B
21,0,1,1,1,5,1,1,1,62,2,8.69,51,41,68,3,2,2,3,3,C
18,1,3,1,1,7,0,1,4,68,1,9.63,92,90,50,3,5,2,2,5,C
16,0,2,2,1,0,1,3,5,80,2,5.29,64,75,41,1,2,1,3,1,A
17,1,1,3,3,4,0,5,2,89,2,5.06,82,62,53,2,1,1,2,1,B
19,1,1,2,1,3,0,4,1,89,5,8.5,68,84,43,5,3,5,1,3,C
20,1,3,2,1,3,0,5,3,91,4,6.4,70,58,78,3,3,3,3,5,B
20,0,3,4,2,1,1,3,5,82,2,6.67,97,79,73,4,3,2,5,1,C
17,1,1,1,1,9,0,4,1,62,1,7.73,73,47,92,2,4,4,3,2,B
21,0,0,1,1,0,1,4,3,60,5,5.51,72,55,85,4,2,2,4,3,A
21,0,0,3,3,5,0,2,1,62,4,8.21,66,97,78,2,1,5,3,3,B
21,0,0,3,2,6,1,4,5,96,4,6.63,95,82,48,2,2,1,4,4,B
16,0,2,4,3,4,1,1,4,66,3,8.16,95,57,79,5,3,5,4,4,B
15,0,2,1,3,7,0,5,4,62,1,9.17,41,75,80,4,2,5,1,4,A
18,1,3,3,3,8,1,5,3,95,5,5.86,53,63,46,4,5,5,3,5,A
19,0,2,3,1,1,0,2,4,62,5,9.65,52,40,90,3,2,4,1,3,C
15,1,0,1,3,3,0,4,5,63,1,7.65,63,40,56,1,4,4,5,4,A
15,1,1,2,3,8,0,3,3,90,4,9.61,44,85,97,1,4,2,3,3,A
17,0,2,3,2,4,0,1,1,61,2,6.04,73,75,62,3,3,1,2,2,C
16,1,2,1,2,2,0,2,2,73,1,8.02,94,50,84,2,1,5,2,4,B
20,1,0,3,2,5,0,4,1,96,5,7.02,62,57,50,3,5,3,2,3,A
20,0,2,4,2,2,0,3,5,90,1,8.87,58,55,61,3,1,2,4,5,B
17,1,3,3,3,4,1,4,3,61,4,8.03,69,56,57,4,1,2,2,5,B
16,0,1,1,2,2,0,2,1,90,3,7.47,88,63,88,3,5,5,5,5,B
17,0,0,3,1,5,0,3,3,81,3,9.56,82,73,67,2,4,2,3,4,C
20,0,3,4,3,9,1,3,4,69,2,6.89,55,43,55,1,3,5,3,5,A
15,1,0,4,2,4,1,3,2,89,2,6.1,91,74,81,5,2,2,4,1,B
18,1,3,3,3,8,0,3,5,92,4,8.04,89,54,43,3,4,1,4,2,A
21,1,1,3,2,2,0,4,1,78,2,8.12,91,41,75,3,3,2,4,3,B
16,1,1,4,3,5,0,3,2,84,3,7.2,79,95,61,4,4,2,5,1,C
19,0,3,4,2,7,1,4,5,60,4,7.43,73,90,50,4,5,3,3,4,A
19,0,3,2,1,6,0,3,5,91,4,9.8,88,70,60,3,1,1,1,3,B
15,1,3,2,2,5,1,3,4,84,4,8.66,50,48,96,3,5,1,4,3,A
17,0,3,4,3,1,0,2,3,76,1,5.55,53,49,79,2,2,1,2,5,A
17,1,3,3,3,6,0,4,3,73,2,6.06,87,92,80,1,5,2,1,3,B
20,0,3,1,1,7,1,4,2,72,5,9.88,86,64,55,1,1,4,1,3,B
15,0,1,3,3,0,0,5,4,97,3,8.63,54,90,81,5,4,2,4,2,A
20,0,3,3,1,8,0,2,5,98,2,9.58,74,99,94,1,3,5,2,4,C
20,0,2,2,3,3,0,4,4,61,3,6.52,97,44,48,5,2,3,4,1,A
19,0,1,2,3,7,1,2,4,91,2,8.71,46,53,74,4,4,1,4,5,A
20,1,0,2,1,9,0,2,2,91,5,8.57,68,81,96,5,3,5,2,2,A
21,1,1,4,3,6,0,2,3,99,3,6.47,83,87,73,5,1,5,1,1,A
20,0,0,4,3,9,1,1,4,65,5,7.75,93,77,48,1,5,4,1,1,A
19,1,0,3,1,6,1,4,4,84,3,8.14,61,96,52,3,4,1,2,2,C
21,0,2,3,2,1,0,2,4,62,1,7.41,62,79,45,4,3,2,1,5,B
17,0,3,1,1,0,0,1,1,77,1,9.14,63,41,43,2,3,1,5,4,B
16,0,3,3,3,3,1,1,4,97,3,9.16,74,57,99,5,5,3,4,2,C
18,0,1,3,2,1,0,3,4,62,3,9.25,90,68,85,5,4,1,5,2,B
20,1,3,2,2,7,0,3,5,64,5,9.02,49,92,67,5,4,5,5,2,A
21,0,2,2,2,9,1,4,1,83,4,7.44,47,92,50,3,1,5,5,5,A
16,1,1,2,1,6,0,3,4,93,3,6.91,87,92,73,2,4,2,3,2,A
19,0,1,2,2,7,0,4,4,98,2,9.16,87,59,97,1,5,2,3,2,B
16,0,1,2,2,5,1,1,2,83,2,7.45,51,47,74,4,4,2,5,3,A
18,1,3,1,2,0,0,1,2,95,2,6.23,68,98,44,3,1,3,4,3,B
16,0,3,1,3,8,0,4,1,87,1,7.54,68,76,96,2,3,1,5,3,B
21,0,3,1,1,5,0,3,5,93,5,5.71,62,88,78,4,4,4,5,3,C
16,1,1,2,1,9,1,3,1,75,1,8.46,65,87,50,1,5,1,3,2,C
16,1,1,4,3,0,0,4,1,95,2,6.68,76,65,51,4,4,2,5,3,A
16,1,0,2,2,0,1,5,2,66,3,6.3,71,76,82,5,2,3,4,1,A
15,0,0,2,3,7,1,3,2,77,2,9.78,91,88,58,5,1,1,4,4,B
20,0,3,1,3,5,0,2,5,65,3,8.88,77,43,52,3,3,5,5,3,A
19,1,1,2,2,7,1,3,4,87,5,8.94,96,72,43,4,2,1,4,5,A
18,1,3,1,2,7,0,5,5,98,4,8.12,45,61,53,5,5,5,5,4,B
19,0,3,2,1,7,0,1,4,93,3,9.2,47,45,83,3,4,1,3,1,B
15,0,0,3,2,9,0,1,3,88,1,8.8,56,72,98,3,1,1,5,4,C
15,1,2,4,3,6,1,1,2,63,2,7.99,51,67,41,3,4,1,1,4,B
21,1,3,4,3,6,0,3,3,73,2,9.81,61,63,47,1,4,2,3,1,C
15,1,2,1,2,9,0,1,3,64,2,5.96,53,43,61,5,4,5,4,3,C
20,1,2,3,1,3,0,5,2,84,3,9.72,73,41,90,5,4,3,4,1,A
15,0,1,4,3,8,1,5,3,98,5,7.01,58,52,52,2,1,4,3,5,B
16,0,1,1,2,1,1,3,1,67,3,7.64,45,85,60,1,2,5,1,1,B
19,0,3,2,1,8,0,2,4,74,1,5.61,57,88,60,5,5,2,3,2,B
17,0,0,2,1,9,0,3,5,78,2,7.7,75,50,67,5,2,5,2,2,B
18,1,0,3,3,2,0,1,2,70,3,8.06,93,74,72,2,1,3,1,4,B
15,0,3,4,3,1,0,3,1,79,2,9.99,76,78,68,4,5,5,3,3,B
19,1,3,2,1,3,1,5,5,95,1,9.88,77,49,76,4,3,2,2,3,A
21,0,0,1,1,4,1,3,5,77,4,9.83,54,82,61,1,2,2,5,2,C
15,0,2,2,1,1,1,3,5,73,4,6.74,77,49,97,3,1,4,1,5,B
20,0,3,2,2,0,1,2,3,97,4,9.96,79,47,65,2,1,3,5,1,A
15,1,2,4,3,9,1,5,3,84,2,7.28,48,44,98,2,1,4,2,1,A
15,0,3,4,1,4,1,4,3,75,3,9.26,92,62,50,5,5,1,4,1,C
15,1,3,1,3,8,1,4,3,77,2,6.08,93,73,50,5,4,2,4,5,B
21,1,2,3,3,4,0,5,1,60,5,7.53,45,99,84,2,3,4,4,5,C
15,0,2,3,3,9,0,4,3,99,3,9.83,93,99,73,3,5,2,5,1,C
18,1,0,2,1,8,0,1,2,60,1,9.74,41,86,58,4,5,2,1,1,C
19,0,3,1,2,9,0,4,5,60,4,8.42,55,71,87,1,2,1,5,5,B
20,1,1,3,1,5,0,1,1,80,3,8.99,91,55,97,4,3,2,5,1,A
15,0,1,3,3,2,0,5,3,84,3,5.88,40,43,76,1,1,4,4,5,A
15,1,3,2,1,3,1,4,5,86,4,8.61,69,93,53,3,5,3,5,4,B
15,1,3,1,1,3,0,4,1,69,1,8.09,99,99,68,2,3,5,2,2,B
15,0,3,3,3,0,1,1,5,71,2,5.46,87,67,58,3,2,4,3,2,B
16,0,2,4,3,2,0,1,1,87,2,5.57,72,87,76,2,4,1,3,5,B
16,0,1,4,1,2,1,3,4,91,3,5.54,40,83,60,5,3,5,3,1,B
17,0,1,2,1,0,1,2,1,92,4,8.62,78,99,63,1,1,2,4,2,A
15,1,1,2,1,8,0,4,3,67,5,5.71,55,53,65,5,5,4,4,3,A
17,1,3,2,1,0,0,2,5,85,1,7.34,56,51,80,2,4,5,3,1,C
18,1,2,2,2,8,0,2,5,61,2,6.78,87,99,95,1,2,4,1,5,A
17,1,3,3,1,0,0,4,5,94,1,7.75,87,60,51,1,1,2,3,3,B
19,0,0,1,2,1,0,1,2,93,1,8.53,77,87,87,5,4,4,5,5,B
16,1,0,2,3,1,1,3,2,65,1,8.42,57,55,58,1,2,1,3,1,C
16,0,1,2,2,5,0,5,3,90,4,7.58,61,93,86,2,1,5,3,4,C
15,1,3,3,3,6,1,4,4,82,4,7.32,61,83,88,2,5,5,1,4,B
15,0,0,2,2,0,1,4,2,71,4,6.99,99,41,69,5,2,5,4,4,B
18,0,0,2,3,2,1,5,1,87,3,9.31,98,62,54,3,4,4,4,1,A
20,0,3,1,1,1,0,2,3,74,4,6.65,74,95,42,2,1,2,5,1,B
18,0,2,4,2,7,0,3,4,78,3,6.3,70,68,88,2,3,4,3,3,C
19,0,3,2,2,8,0,2,1,71,2,8.72,79,85,52,1,1,4,2,1,B
15,1,3,3,3,1,0,5,5,61,2,6.8,66,82,98,1,4,5,5,1,B
15,0,2,1,3,1,0,5,2,70,2,9.23,75,48,48,2,4,2,4,3,A
18,1,1,3,2,9,0,3,1,96,2,6.64,94,93,99,5,3,3,1,3,C
18,1,1,1,3,8,1,5,4,97,2,8.51,43,46,52,3,4,2,4,5,A
18,0,1,1,1,3,0,5,3,84,4,5.23,88,68,55,1,1,4,4,2,C
16,1,2,2,2,4,1,3,1,80,5,6.93,93,83,90,1,2,1,1,2,B
17,1,0,2,1,8,1,4,3,95,4,6.72,44,56,53,3,1,2,3,5,B
17,1,2,2,2,5,0,2,5,68,5,9.08,64,48,47,1,4,5,3,4,A
15,0,3,4,1,9,0,4,4,71,4,9.84,70,45,93,5,3,1,4,1,A
16,0,2,4,2,8,0,4,4,69,2,7.3,53,83,58,1,3,3,5,3,C
18,0,0,3,3,8,0,2,2,64,1,9.12,69,59,96,1,5,3,2,3,C
15,0,0,2,2,6,0,4,4,92,5,8.5,86,49,95,2,3,1,5,4,B
16,1,3,4,1,9,0,3,1,64,1,9.84,96,48,71,5,3,3,5,3,B
19,1,1,2,2,8,1,2,1,75,2,9.06,51,51,74,5,4,1,4,4,B
20,1,0,4,1,4,1,1,1,96,5,5.39,66,72,62,2,2,4,4,5,B
16,1,0,4,1,4,1,4,5,96,1,8.57,84,71,60,4,2,1,2,4,B
21,1,0,1,1,7,1,5,4,88,4,7.68,63,73,57,3,4,4,2,2,B
15,1,3,2,3,9,1,2,4,77,2,5.08,94,58,87,5,3,5,2,4,C
17,0,0,2,2,3,1,1,1,88,4,6.26,69,72,53,4,1,5,4,5,C
21,1,1,4,1,8,0,5,2,65,4,9.61,57,87,55,3,2,3,4,4,B
18,1,3,2,3,6,0,1,2,77,2,9.63,53,55,63,5,4,1,5,5,C
20,1,1,4,1,6,0,4,4,91,5,8.99,95,89,88,1,1,4,4,2,B
19,0,0,2,2,2,1,5,4,90,3,9.91,58,89,91,5,3,5,3,1,A
20,1,0,1,3,3,1,4,3,70,3,9.03,61,62,71,3,4,5,3,5,A
20,1,1,2,1,6,1,5,4,85,2,5.05,65,65,50,4,2,5,2,1,B
16,0,3,1,1,4,0,2,1,87,3,6.44,46,84,84,1,1,3,4,5,C
15,1,3,3,1,2,0,3,5,86,1,5.15,67,93,50,3,1,5,3,4,C
15,0,1,2,2,0,0,3,4,78,5,5.47,77,83,99,3,2,2,5,1,B
20,0,0,2,3,6,1,1,4,86,4,6.09,44,80,43,5,1,3,1,5,A
18,1,2,2,3,5,1,5,1,79,4,7.52,75,76,65,2,2,1,5,5,A
15,1,1,1,3,9,1,4,3,62,2,9.24,57,48,85,2,4,2,1,1,B
20,0,1,2,1,6,0,2,4,75,4,9.31,96,69,44,1,5,3,5,5,C
15,1,1,2,3,1,1,2,2,98,1,8.08,53,52,75,3,3,3,3,1,C
18,1,0,4,1,3,0,2,2,88,1,9.64,87,87,72,4,4,4,4,2,A
19,0,3,3,2,1,0,3,2,74,2,7.5,62,99,53,1,3,2,1,3,C
21,0,0,1,3,7,0,4,5,89,4,9.45,94,81,71,1,3,2,4,2,B
20,1,1,4,1,6,0,2,5,99,3,7.27,91,55,46,5,2,2,4,1,A
17,0,0,1,3,0,0,2,4,60,3,6.39,53,85,49,4,5,5,3,4,B
17,1,0,4,3,1,0,1,4,88,5,9.58,71,96,98,3,3,5,2,4,C
20,1,1,3,2,1,0,5,4,89,2,6.94,44,41,41,3,3,1,2,3,A
16,1,0,4,3,3,1,5,5,99,5,7.52,61,70,49,3,4,1,1,1,C
19,1,2,1,2,2,0,5,4,91,3,6.64,67,99,74,1,5,1,3,5,A
16,0,0,2,3,0,1,1,1,69,3,8.31,82,96,60,5,5,5,4,2,A
21,1,0,2,3,1,0,3,3,86,3,9.98,51,90,79,1,3,4,5,2,A
17,0,3,3,3,8,0,1,2,67,5,5.13,57,82,81,2,5,1,5,3,C
18,1,3,1,3,0,0,2,2,95,2,9.5,75,58,47,2,4,3,1,3,B
20,1,1,1,3,8,1,4,1,94,1,5.02,70,99,85,3,2,5,1,3,C
21,0,1,1,3,6,0,2,4,95,1,6.82,52,50,57,5,3,4,1,3,B
15,1,3,3,2,1,0,2,5,95,3,5.84,59,53,48,3,1,3,3,3,B
17,0,2,2,2,1,1,4,4,84,2,8.79,99,86,93,3,3,3,5,3,C
19,0,0,4,1,4,1,5,4,79,2,5.25,84,64,80,1,3,5,3,5,B
17,1,2,3,3,4,1,1,2,76,4,7.77,75,46,69,3,2,2,3,5,C
19,1,2,4,2,3,1,3,2,82,4,6.47,94,54,43,3,1,4,4,2,A
19,1,3,2,3,9,0,2,5,84,5,5.67,94,69,74,5,1,5,3,2,B
20,1,1,3,3,9,0,2,2,90,4,8.86,46,98,53,5,1,2,3,3,C
19,0,0,2,2,2,1,3,4,65,5,6.09,62,70,53,5,2,5,4,2,C
16,1,1,4,3,3,0,1,1,94,1,6.12,73,63,92,3,5,5,2,3,A
21,1,2,1,2,9,1,2,5,63,3,6.38,92,94,87,5,1,3,4,5,B
18,1,2,1,2,3,1,3,1,99,2,7.93,97,64,76,5,5,5,1,4,B
17,1,1,4,1,1,1,2,4,79,1,8.3,89,47,59,4,4,2,2,5,B
18,1,1,1,1,4,0,5,5,60,1,5.09,71,69,68,4,2,3,5,1,A
21,0,3,4,1,4,1,5,1,85,5,6.21,60,75,62,2,5,2,3,5,A
15,1,1,3,1,4,0,2,5,93,3,7.15,99,89,95,1,1,2,2,1,C
21,0,1,3,3,9,0,2,4,69,5,6.66,45,53,86,1,1,3,5,2,C
17,1,3,3,3,0,0,5,5,82,1,9.42,55,68,60,5,5,2,4,5,B
18,1,1,1,1,5,1,2,4,83,2,8.94,74,66,70,2,5,1,4,4,C
18,1,2,2,2,1,0,1,5,72,4,8.13,93,92,71,2,4,5,1,5,A
20,0,1,1,2,6,1,1,5,88,5,6.69,86,89,80,4,2,3,1,5,B
20,1,0,1,2,3,0,4,2,86,1,8.5,92,75,46,2,3,3,2,5,C
21,0,2,2,2,4,0,1,4,90,4,9.22,59,99,52,3,4,1,3,3,C
21,0,3,2,3,4,0,2,3,69,4,7.97,81,73,62,5,4,1,4,5,B
15,1,2,2,2,4,1,2,5,90,1,8.92,80,60,47,3,4,1,2,5,C
19,0,3,2,2,1,1,3,1,98,3,8.75,50,77,51,1,1,1,2,4,B
17,1,0,1,1,4,1,1,2,69,1,7.86,71,50,75,4,5,4,2,1,C
20,1,0,4,2,2,1,5,2,83,2,6.56,53,72,55,3,2,3,1,1,B
17,0,2,3,3,3,0,5,5,92,4,8.73,63,54,65,5,1,2,4,4,C
15,1,1,4,2,1,0,4,3,73,2,6.03,83,51,68,3,4,3,1,2,A
20,1,2,1,2,3,1,3,2,94,5,8.9,78,63,68,3,2,3,1,5,B
20,0,2,2,3,8,1,5,4,93,4,9.02,82,89,45,2,1,3,2,2,B
19,0,0,3,1,7,1,4,5,76,3,9.11,70,76,76,4,3,1,5,4,B
17,0,3,3,3,2,1,1,5,80,1,7.36,56,50,72,1,4,1,5,2,B
17,0,2,4,1,0,0,3,3,91,5,5.96,64,95,70,5,1,4,5,1,C
17,0,1,1,2,0,1,3,4,62,2,5.5,48,92,85,5,1,3,2,3,C
19,0,0,1,1,5,1,2,4,74,5,8.72,61,58,80,1,4,5,3,2,A
20,1,2,1,1,2,0,1,3,67,3,9.43,94,93,57,5,3,4,4,3,C
15,0,2,3,1,3,1,3,1,91,1,8.25,84,40,77,2,5,1,2,2,A
17,0,1,4,2,0,0,4,4,97,5,5.72,87,56,86,3,3,3,2,4,B
18,1,2,3,1,7,1,5,1,85,2,9.67,74,79,70,2,4,1,1,3,C
19,1,2,3,1,0,0,1,1,89,5,9.95,76,94,55,2,5,2,5,2,A
16,0,2,2,2,4,1,1,5,68,1,7.17,94,55,79,2,1,1,2,4,C
15,0,2,4,3,5,1,3,5,91,5,7.97,56,65,90,1,3,1,3,1,C
18,1,1,2,3,1,1,3,2,70,2,8.89,67,97,76,4,3,4,4,5,B
17,0,2,1,3,6,1,3,5,81,1,8.68,40,82,53,1,5,2,3,4,B
16,0,2,3,2,6,1,4,4,93,3,9.84,92,98,78,1,1,5,2,4,B
15,1,2,4,2,0,0,2,4,77,3,5.57,48,90,43,2,3,5,2,1,C
19,0,0,1,3,3,1,3,1,78,4,7.9,94,95,69,4,5,5,1,3,A
16,1,1,4,1,3,0,2,4,77,5,8.46,88,82,99,1,3,3,3,2,B
20,0,0,3,3,4,0,2,5,96,2,9.45,52,54,92,4,1,5,1,3,A
21,1,0,4,2,0,0,1,5,77,5,9.37,86,47,72,2,1,3,3,4,A
16,1,1,1,1,0,0,5,5,71,1,9.89,71,69,75,1,2,1,5,2,C
21,1,0,2,1,6,1,5,3,63,4,7.56,67,53,69,4,5,5,5,5,B
18,0,0,3,2,8,1,4,4,86,2,9.15,92,72,53,5,4,4,3,5,C
15,1,0,2,1,0,1,4,2,64,5,7.14,70,81,62,1,3,2,1,2,B
18,0,1,3,3,1,1,5,4,65,2,7.11,47,46,87,1,1,2,5,4,B
18,1,2,1,2,5,0,5,4,72,1,6.27,47,57,67,1,3,1,2,1,A
17,1,3,3,2,5,0,1,3,82,4,9.09,99,51,97,4,3,2,4,3,C
19,1,3,2,2,1,0,1,4,84,2,9.93,73,41,46,3,4,2,1,3,A
16,0,1,3,2,8,1,5,1,63,1,6.28,62,89,81,1,1,1,3,1,B
15,0,3,1,1,3,1,3,5,91,3,5.28,49,68,49,5,2,1,4,1,B
20,1,1,3,2,6,1,3,5,74,2,9.08,76,60,43,5,5,1,4,5,B
19,0,1,2,2,5,1,1,3,85,4,8.1,87,46,83,2,3,4,2,1,B
19,0,3,1,1,2,0,2,5,70,2,9.8,64,91,77,3,4,1,1,2,B
15,0,0,2,2,7,1,5,1,68,2,6.26,90,66,52,3,4,1,4,5,A
19,1,2,3,1,6,1,4,3,70,1,5.36,72,51,60,4,5,1,1,4,B
17,0,3,4,1,8,0,3,2,61,5,7.46,84,59,72,2,5,5,2,5,C
19,1,3,2,2,2,0,2,5,86,5,5.43,43,96,79,4,1,5,3,5,B
17,1,3,3,3,0,1,3,4,85,2,6.31,46,53,67,2,3,4,4,3,A
16,1,3,4,2,1,1,2,1,67,4,5.63,72,49,62,3,3,4,4,1,B
16,0,1,4,3,0,0,5,1,80,4,6.12,41,80,71,4,5,2,4,2,A
18,1,1,1,1,4,1,5,5,80,1,5.53,87,62,87,2,2,5,1,1,A
17,0,2,4,3,9,0,5,2,67,2,9.77,85,69,44,3,3,4,4,3,B
20,0,2,2,2,1,0,1,4,60,2,6.39,71,86,97,3,4,4,1,1,B
16,1,3,2,2,2,1,2,2,97,5,7.22,44,97,65,1,5,2,5,2,A
19,1,3,4,3,7,0,4,2,72,1,9.49,96,70,78,4,3,1,5,1,B
15,1,3,3,2,9,1,4,5,68,3,8.39,85,91,65,1,1,3,1,3,C
15,0,2,2,3,4,1,5,4,87,4,8.09,56,95,42,3,5,2,5,2,C
21,0,3,2,1,3,1,4,5,65,4,8.53,51,49,63,4,4,3,2,1,C
17,1,0,1,3,4,1,3,5,82,2,9.14,91,58,92,4,1,2,2,3,A
20,1,2,3,3,9,0,2,1,95,1,9.39,51,58,73,5,5,2,5,3,A
18,0,0,4,3,5,1,2,5,76,3,8.21,74,83,73,2,5,1,3,5,C
19,0,3,3,3,6,1,2,3,68,4,9.45,60,62,59,5,3,4,1,2,A
17,1,1,1,1,8,0,3,4,71,1,7.68,60,98,94,5,1,5,5,2,A
21,0,0,1,1,0,1,1,1,81,3,6.39,97,83,69,3,5,2,1,1,B
15,0,2,3,1,3,1,3,4,71,2,9.4,41,80,81,2,4,1,5,5,A
17,0,0,1,3,8,1,2,1,65,5,7.71,92,98,59,5,1,3,2,2,C
19,0,2,1,1,4,1,2,3,68,4,9.53,96,71,80,5,3,4,3,3,C
20,0,3,1,2,7,0,2,5,96,4,5.2,60,59,57,4,2,2,1,2,C
20,0,0,3,1,0,0,4,1,62,3,6.99,54,43,77,3,5,3,3,5,C
16,1,1,1,3,3,1,1,1,93,5,9.74,50,72,59,5,2,2,2,4,A
19,0,0,4,2,8,0,3,1,67,1,6.25,49,87,45,2,5,5,4,3,C
21,1,1,4,3,0,0,2,3,69,2,9.71,57,40,97,1,3,5,4,2,B
16,1,2,2,2,0,0,5,4,68,1,9.77,62,52,96,1,3,4,1,3,B
16,0,3,4,3,3,0,1,3,73,3,9.41,70,42,81,3,3,3,2,1,A
16,1,3,2,3,2,1,5,1,96,4,7.82,93,51,99,1,3,5,1,3,C
17,1,1,3,2,6,0,1,1,86,4,8.23,94,68,64,4,1,1,1,2,C
21,1,2,1,1,2,1,2,5,91,1,9.35,95,94,80,4,1,4,1,1,A
15,0,3,4,2,0,1,1,3,63,2,8.88,65,70,80,2,5,2,3,1,A
20,1,2,2,2,9,0,1,3,61,3,8.15,92,80,42,3,1,3,5,1,A
17,0,1,3,2,1,1,2,2,92,2,9.91,41,75,83,3,5,3,2,4,B
15,1,1,2,2,9,0,5,4,80,3,8.43,78,41,82,1,1,1,3,4,A
20,1,0,1,2,3,1,5,2,60,2,9.88,46,61,85,5,1,5,5,1,C
21,1,3,4,3,0,1,4,2,70,1,5.29,63,61,96,5,1,3,1,2,B
21,1,3,3,3,0,0,5,4,60,5,5.69,78,80,58,5,4,1,4,1,B
19,0,0,2,1,7,1,5,5,70,3,7.26,71,70,49,2,3,1,3,1,C
20,1,1,3,1,6,0,1,5,66,1,6.92,65,91,90,3,4,2,2,3,B
20,1,1,2,2,7,1,4,4,61,4,8.91,62,95,44,1,1,1,2,3,B
21,0,1,2,1,3,1,2,4,74,4,5.8,53,84,61,2,1,4,5,3,C
20,0,1,1,1,5,0,2,3,67,2,9.88,68,53,48,4,4,3,3,5,C
18,0,2,1,2,2,0,3,3,85,4,6.58,64,68,72,4,5,4,1,3,A
19,1,3,2,3,7,0,4,3,99,5,7.14,95,74,54,4,3,1,5,3,A
17,0,3,4,3,3,1,1,3,94,3,6.37,70,89,63,3,5,1,2,2,A
17,0,1,3,1,2,0,3,1,80,2,7.9,41,48,69,4,3,4,3,4,B
15,0,1,3,3,3,0,3,1,97,3,5.29,41,86,75,5,2,2,4,4,A
17,0,1,1,3,5,0,2,5,67,3,5.75,62,93,97,4,3,1,1,4,B
16,0,3,4,1,6,0,5,1,91,1,8.73,97,71,78,2,5,4,2,5,C
20,0,3,2,2,6,1,1,1,67,4,5.93,86,98,45,4,3,4,3,1,A
17,1,1,1,1,3,1,4,3,69,3,6.18,50,95,54,5,2,3,4,3,B
15,0,2,2,1,7,1,3,3,82,5,8.96,68,66,77,4,2,2,2,2,B
15,1,0,2,1,6,1,1,4,63,5,5.47,81,49,78,1,1,5,4,5,B
16,0,0,1,2,1,1,2,3,97,4,7.19,74,64,91,5,2,4,2,4,B
15,0,0,4,2,7,1,3,4,89,4,5.12,88,88,61,3,4,3,5,5,C
